"OI","annotation_id","annotator","comparison_2020_2021","comparison_2021_2022","comparison_2022_2023","comparison_2023_2024","created_at","id","lead_time","link_2020","link_2021","link_2022","link_2023","link_2024","ref","updated_at","zustand2020","zustand2021","zustand2022","zustand2023","zustand2024"
"DENW01AL2C0002U6",5124,"12","","","","","2025-09-24T06:56:37.315966Z",77,3.139,"https://geodaten.metropoleruhr.de/dop/top_2020?language=ger&width=1095&height=584&bbox=370007.249%2C5702286.393%2C370011.535%2C5702288.68&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=top_2020","https://geodaten.metropoleruhr.de/dop/dop_2021?language=ger&width=1095&height=584&bbox=370007.249%2C5702286.393%2C370011.535%2C5702288.68&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=dop_2021","https://geodaten.metropoleruhr.de/dop/top_2022?language=ger&width=1095&height=584&bbox=370007.249%2C5702286.393%2C370011.535%2C5702288.68&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=top_2022","https://geodaten.metropoleruhr.de/dop/top_2023?language=ger&width=1095&height=584&bbox=370007.249%2C5702286.393%2C370011.535%2C5702288.68&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=top_2023","https://geodaten.metropoleruhr.de/dop/top_2024?language=ger&width=1095&height=584&bbox=370007.249%2C5702286.393%2C370011.535%2C5702288.68&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=top_2024",0.0001277029514312,"2025-09-24T06:56:37.315987Z","","","","",""
"DENW04AL10002Yyx",5125,"12","","","","","2025-09-24T06:56:42.603325Z",78,3.654,"https://geodaten.metropoleruhr.de/dop/top_2020?language=ger&width=831&height=770&bbox=412628.369%2C5724819.619%2C412632.534%2C5724823.481&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=top_2020","https://geodaten.metropoleruhr.de/dop/dop_2021?language=ger&width=831&height=770&bbox=412628.369%2C5724819.619%2C412632.534%2C5724823.481&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=dop_2021","https://geodaten.metropoleruhr.de/dop/top_2022?language=ger&width=831&height=770&bbox=412628.369%2C5724819.619%2C412632.534%2C5724823.481&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=top_2022","https://geodaten.metropoleruhr.de/dop/top_2023?language=ger&width=831&height=770&bbox=412628.369%2C5724819.619%2C412632.534%2C5724823.481&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=top_2023","https://geodaten.metropoleruhr.de/dop/top_2024?language=ger&width=831&height=770&bbox=412628.369%2C5724819.619%2C412632.534%2C5724823.481&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=top_2024",0.0001301765441894,"2025-09-24T06:56:42.603346Z","","","","",""
"DENW52AL000bvrtv",5126,"12","","","","","2025-09-24T06:56:51.333346Z",79,7.397,"https://geodaten.metropoleruhr.de/dop/top_2020?language=ger&width=800&height=800&bbox=385607.699%2C5717361.034%2C385614.493%2C5717367.828&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=top_2020","https://geodaten.metropoleruhr.de/dop/dop_2021?language=ger&width=800&height=800&bbox=385607.699%2C5717361.034%2C385614.493%2C5717367.828&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=dop_2021","https://geodaten.metropoleruhr.de/dop/top_2022?language=ger&width=800&height=800&bbox=385607.699%2C5717361.034%2C385614.493%2C5717367.828&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=top_2022","https://geodaten.metropoleruhr.de/dop/top_2023?language=ger&width=800&height=800&bbox=385607.699%2C5717361.034%2C385614.493%2C5717367.828&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=top_2023","https://geodaten.metropoleruhr.de/dop/top_2024?language=ger&width=800&height=800&bbox=385607.699%2C5717361.034%2C385614.493%2C5717367.828&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=top_2024",0.0001304745674133,"2025-09-24T06:56:51.333365Z","","","","",""
"DENW04AL6i0001QG",5127,"12","","","","","2025-09-24T06:57:05.203337Z",80,5.355,"https://geodaten.metropoleruhr.de/dop/top_2020?language=ger&width=1212&height=528&bbox=416542.049%2C5727419.778%2C416551.421%2C5727423.858&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=top_2020","https://geodaten.metropoleruhr.de/dop/dop_2021?language=ger&width=1212&height=528&bbox=416542.049%2C5727419.778%2C416551.421%2C5727423.858&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=dop_2021","https://geodaten.metropoleruhr.de/dop/top_2022?language=ger&width=1212&height=528&bbox=416542.049%2C5727419.778%2C416551.421%2C5727423.858&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=top_2022","https://geodaten.metropoleruhr.de/dop/top_2023?language=ger&width=1212&height=528&bbox=416542.049%2C5727419.778%2C416551.421%2C5727423.858&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=top_2023","https://geodaten.metropoleruhr.de/dop/top_2024?language=ger&width=1212&height=528&bbox=416542.049%2C5727419.778%2C416551.421%2C5727423.858&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=top_2024",0.0001312494277954,"2025-09-24T06:57:05.203360Z","","","","",""
"DENW34AL0000HRmg",5128,"12","","","","","2025-09-24T06:57:09.679043Z",81,3.479,"https://geodaten.metropoleruhr.de/dop/top_2020?language=ger&width=895&height=715&bbox=321479.644%2C5730775.681%2C321498.409%2C5730790.658&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=top_2020","https://geodaten.metropoleruhr.de/dop/dop_2021?language=ger&width=895&height=715&bbox=321479.644%2C5730775.681%2C321498.409%2C5730790.658&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=dop_2021","https://geodaten.metropoleruhr.de/dop/top_2022?language=ger&width=895&height=715&bbox=321479.644%2C5730775.681%2C321498.409%2C5730790.658&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=top_2022","https://geodaten.metropoleruhr.de/dop/top_2023?language=ger&width=895&height=715&bbox=321479.644%2C5730775.681%2C321498.409%2C5730790.658&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=top_2023","https://geodaten.metropoleruhr.de/dop/top_2024?language=ger&width=895&height=715&bbox=321479.644%2C5730775.681%2C321498.409%2C5730790.658&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=top_2024",0.0001339316368103,"2025-09-24T06:57:09.679069Z","","","","",""
"DENW03AL0004QSOZ",5129,"12","","","","","2025-09-24T06:57:16.200464Z",82,5.083,"https://geodaten.metropoleruhr.de/dop/top_2020?language=ger&width=835&height=766&bbox=395684.41%2C5690263.632%2C395693.666%2C5690272.128&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=top_2020","https://geodaten.metropoleruhr.de/dop/dop_2021?language=ger&width=835&height=766&bbox=395684.41%2C5690263.632%2C395693.666%2C5690272.128&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=dop_2021","https://geodaten.metropoleruhr.de/dop/top_2022?language=ger&width=835&height=766&bbox=395684.41%2C5690263.632%2C395693.666%2C5690272.128&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=top_2022","https://geodaten.metropoleruhr.de/dop/top_2023?language=ger&width=835&height=766&bbox=395684.41%2C5690263.632%2C395693.666%2C5690272.128&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=top_2023","https://geodaten.metropoleruhr.de/dop/top_2024?language=ger&width=835&height=766&bbox=395684.41%2C5690263.632%2C395693.666%2C5690272.128&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=top_2024",0.0001343488693237,"2025-09-24T06:57:16.200524Z","","","","",""
"DENW02AL10001IJ2",5130,"12","","","","","2025-09-24T06:57:21.561403Z",83,4.135,"https://geodaten.metropoleruhr.de/dop/top_2020?language=ger&width=868&height=737&bbox=395465.336%2C5704781.79%2C395475.394%2C5704790.335&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=top_2020","https://geodaten.metropoleruhr.de/dop/dop_2021?language=ger&width=868&height=737&bbox=395465.336%2C5704781.79%2C395475.394%2C5704790.335&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=dop_2021","https://geodaten.metropoleruhr.de/dop/top_2022?language=ger&width=868&height=737&bbox=395465.336%2C5704781.79%2C395475.394%2C5704790.335&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=top_2022","https://geodaten.metropoleruhr.de/dop/top_2023?language=ger&width=868&height=737&bbox=395465.336%2C5704781.79%2C395475.394%2C5704790.335&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=top_2023","https://geodaten.metropoleruhr.de/dop/top_2024?language=ger&width=868&height=737&bbox=395465.336%2C5704781.79%2C395475.394%2C5704790.335&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=top_2024",0.000135600566864,"2025-09-24T06:57:21.561428Z","","","","",""
"DENW02AL1000KhJI",5131,"12","","","","","2025-09-24T06:57:31.468583Z",84,2.627,"https://geodaten.metropoleruhr.de/dop/top_2020?language=ger&width=798&height=802&bbox=402252.708%2C5706278.317%2C402258.964%2C5706284.606&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=top_2020","https://geodaten.metropoleruhr.de/dop/dop_2021?language=ger&width=798&height=802&bbox=402252.708%2C5706278.317%2C402258.964%2C5706284.606&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=dop_2021","https://geodaten.metropoleruhr.de/dop/top_2022?language=ger&width=798&height=802&bbox=402252.708%2C5706278.317%2C402258.964%2C5706284.606&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=top_2022","https://geodaten.metropoleruhr.de/dop/top_2023?language=ger&width=798&height=802&bbox=402252.708%2C5706278.317%2C402258.964%2C5706284.606&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=top_2023","https://geodaten.metropoleruhr.de/dop/top_2024?language=ger&width=798&height=802&bbox=402252.708%2C5706278.317%2C402258.964%2C5706284.606&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=top_2024",0.0001394748687744,"2025-09-24T06:57:31.468601Z","","","","",""
"DENW06AL0003kSXc",5132,"12","","","","","2025-09-24T06:57:38.105820Z",85,5.154,"https://geodaten.metropoleruhr.de/dop/top_2020?language=ger&width=669&height=956&bbox=386095.546%2C5684603.581%2C386099.796%2C5684609.651&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=top_2020","https://geodaten.metropoleruhr.de/dop/dop_2021?language=ger&width=669&height=956&bbox=386095.546%2C5684603.581%2C386099.796%2C5684609.651&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=dop_2021","https://geodaten.metropoleruhr.de/dop/top_2022?language=ger&width=669&height=956&bbox=386095.546%2C5684603.581%2C386099.796%2C5684609.651&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=top_2022","https://geodaten.metropoleruhr.de/dop/top_2023?language=ger&width=669&height=956&bbox=386095.546%2C5684603.581%2C386099.796%2C5684609.651&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=top_2023","https://geodaten.metropoleruhr.de/dop/top_2024?language=ger&width=669&height=956&bbox=386095.546%2C5684603.581%2C386099.796%2C5684609.651&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=top_2024",0.0001396834850311,"2025-09-24T06:57:38.105837Z","","","","",""
"DENW06AL0003ibeg",5133,"12","","","","","2025-09-24T06:57:50.879675Z",86,11.432,"https://geodaten.metropoleruhr.de/dop/top_2020?language=ger&width=782&height=819&bbox=389325.577%2C5680432.418%2C389331.504%2C5680438.628&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=top_2020","https://geodaten.metropoleruhr.de/dop/dop_2021?language=ger&width=782&height=819&bbox=389325.577%2C5680432.418%2C389331.504%2C5680438.628&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=dop_2021","https://geodaten.metropoleruhr.de/dop/top_2022?language=ger&width=782&height=819&bbox=389325.577%2C5680432.418%2C389331.504%2C5680438.628&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=top_2022","https://geodaten.metropoleruhr.de/dop/top_2023?language=ger&width=782&height=819&bbox=389325.577%2C5680432.418%2C389331.504%2C5680438.628&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=top_2023","https://geodaten.metropoleruhr.de/dop/top_2024?language=ger&width=782&height=819&bbox=389325.577%2C5680432.418%2C389331.504%2C5680438.628&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=top_2024",0.0001398026943206,"2025-09-24T06:57:50.879707Z","Dach nicht erkenntbar","Dach nicht erkenntbar","Dach nicht erkenntbar","Dach nicht erkenntbar","Dach nicht erkenntbar"
"DENW22AL200002nf",5134,"12","","","","","2025-09-24T06:58:00.402923Z",87,8.032,"https://geodaten.metropoleruhr.de/dop/top_2020?language=ger&width=949&height=674&bbox=366366.603%2C5704315.282%2C366385.946%2C5704329.017&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=top_2020","https://geodaten.metropoleruhr.de/dop/dop_2021?language=ger&width=949&height=674&bbox=366366.603%2C5704315.282%2C366385.946%2C5704329.017&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=dop_2021","https://geodaten.metropoleruhr.de/dop/top_2022?language=ger&width=949&height=674&bbox=366366.603%2C5704315.282%2C366385.946%2C5704329.017&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=top_2022","https://geodaten.metropoleruhr.de/dop/top_2023?language=ger&width=949&height=674&bbox=366366.603%2C5704315.282%2C366385.946%2C5704329.017&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=top_2023","https://geodaten.metropoleruhr.de/dop/top_2024?language=ger&width=949&height=674&bbox=366366.603%2C5704315.282%2C366385.946%2C5704329.017&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=top_2024",0.0001409649848937,"2025-09-24T06:58:00.402946Z","","","","",""
"DENW04AL10007arg",5135,"12","","","","","2025-09-24T06:58:09.080286Z",88,7.401,"https://geodaten.metropoleruhr.de/dop/top_2020?language=ger&width=709&height=902&bbox=413897.266%2C5727281.58%2C413903.143%2C5727289.058&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=top_2020","https://geodaten.metropoleruhr.de/dop/dop_2021?language=ger&width=709&height=902&bbox=413897.266%2C5727281.58%2C413903.143%2C5727289.058&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=dop_2021","https://geodaten.metropoleruhr.de/dop/top_2022?language=ger&width=709&height=902&bbox=413897.266%2C5727281.58%2C413903.143%2C5727289.058&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=top_2022","https://geodaten.metropoleruhr.de/dop/top_2023?language=ger&width=709&height=902&bbox=413897.266%2C5727281.58%2C413903.143%2C5727289.058&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=top_2023","https://geodaten.metropoleruhr.de/dop/top_2024?language=ger&width=709&height=902&bbox=413897.266%2C5727281.58%2C413903.143%2C5727289.058&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=top_2024",0.000142216682434,"2025-09-24T06:58:09.080304Z","Solar auf dem Dach","Solar auf dem Dach","Solar auf dem Dach","Solar auf dem Dach","Solar auf dem Dach"
"DENW12AL00001yIu",5136,"12","","Dach wurde neugemacht","","","2025-09-24T06:58:34.520493Z",89,17.936,"https://geodaten.metropoleruhr.de/dop/top_2020?language=ger&width=970&height=660&bbox=417666.355%2C5704152.23%2C417672.908%2C5704156.686&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=top_2020","https://geodaten.metropoleruhr.de/dop/dop_2021?language=ger&width=970&height=660&bbox=417666.355%2C5704152.23%2C417672.908%2C5704156.686&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=dop_2021","https://geodaten.metropoleruhr.de/dop/top_2022?language=ger&width=970&height=660&bbox=417666.355%2C5704152.23%2C417672.908%2C5704156.686&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=top_2022","https://geodaten.metropoleruhr.de/dop/top_2023?language=ger&width=970&height=660&bbox=417666.355%2C5704152.23%2C417672.908%2C5704156.686&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=top_2023","https://geodaten.metropoleruhr.de/dop/top_2024?language=ger&width=970&height=660&bbox=417666.355%2C5704152.23%2C417672.908%2C5704156.686&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=top_2024",0.0001434385776519,"2025-09-24T06:58:34.520519Z","","","","",""
"DENW52AL00eEgqHD",5137,"12","","","","","2025-09-24T06:58:40.923825Z",90,5.331,"https://geodaten.metropoleruhr.de/dop/top_2020?language=ger&width=719&height=890&bbox=384067.613%2C5716690.855%2C384072.736%2C5716697.2&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=top_2020","https://geodaten.metropoleruhr.de/dop/dop_2021?language=ger&width=719&height=890&bbox=384067.613%2C5716690.855%2C384072.736%2C5716697.2&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=dop_2021","https://geodaten.metropoleruhr.de/dop/top_2022?language=ger&width=719&height=890&bbox=384067.613%2C5716690.855%2C384072.736%2C5716697.2&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=top_2022","https://geodaten.metropoleruhr.de/dop/top_2023?language=ger&width=719&height=890&bbox=384067.613%2C5716690.855%2C384072.736%2C5716697.2&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=top_2023","https://geodaten.metropoleruhr.de/dop/top_2024?language=ger&width=719&height=890&bbox=384067.613%2C5716690.855%2C384072.736%2C5716697.2&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=top_2024",0.0001451969146728,"2025-09-24T06:58:40.923851Z","","","","",""
"DENW04AL10007Xbs",5138,"12","","","","","2025-09-24T06:58:45.918674Z",91,3.782,"https://geodaten.metropoleruhr.de/dop/top_2020?language=ger&width=733&height=874&bbox=414269.092%2C5728014.192%2C414283.641%2C5728031.542&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=top_2020","https://geodaten.metropoleruhr.de/dop/dop_2021?language=ger&width=733&height=874&bbox=414269.092%2C5728014.192%2C414283.641%2C5728031.542&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=dop_2021","https://geodaten.metropoleruhr.de/dop/top_2022?language=ger&width=733&height=874&bbox=414269.092%2C5728014.192%2C414283.641%2C5728031.542&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=top_2022","https://geodaten.metropoleruhr.de/dop/top_2023?language=ger&width=733&height=874&bbox=414269.092%2C5728014.192%2C414283.641%2C5728031.542&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=top_2023","https://geodaten.metropoleruhr.de/dop/top_2024?language=ger&width=733&height=874&bbox=414269.092%2C5728014.192%2C414283.641%2C5728031.542&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=top_2024",0.0001457333564758,"2025-09-24T06:58:45.918697Z","","","","",""
"DENW34AL0002i36L",5139,"12","","","","","2025-09-24T06:58:52.660118Z",92,3.525,"https://geodaten.metropoleruhr.de/dop/top_2020?language=ger&width=781&height=819&bbox=323515.722%2C5729447.807%2C323522.258%2C5729454.661&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=top_2020","https://geodaten.metropoleruhr.de/dop/dop_2021?language=ger&width=781&height=819&bbox=323515.722%2C5729447.807%2C323522.258%2C5729454.661&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=dop_2021","https://geodaten.metropoleruhr.de/dop/top_2022?language=ger&width=781&height=819&bbox=323515.722%2C5729447.807%2C323522.258%2C5729454.661&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=top_2022","https://geodaten.metropoleruhr.de/dop/top_2023?language=ger&width=781&height=819&bbox=323515.722%2C5729447.807%2C323522.258%2C5729454.661&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=top_2023","https://geodaten.metropoleruhr.de/dop/top_2024?language=ger&width=781&height=819&bbox=323515.722%2C5729447.807%2C323522.258%2C5729454.661&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=top_2024",0.0001463592052459,"2025-09-24T06:58:52.660136Z","","","","",""
"DENW06AL00086f1V",5140,"12","","","","","2025-09-24T06:58:59.056521Z",93,5.095,"https://geodaten.metropoleruhr.de/dop/top_2020?language=ger&width=880&height=727&bbox=374949.254%2C5686005.278%2C374953.465%2C5686008.759&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=top_2020","https://geodaten.metropoleruhr.de/dop/dop_2021?language=ger&width=880&height=727&bbox=374949.254%2C5686005.278%2C374953.465%2C5686008.759&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=dop_2021","https://geodaten.metropoleruhr.de/dop/top_2022?language=ger&width=880&height=727&bbox=374949.254%2C5686005.278%2C374953.465%2C5686008.759&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=top_2022","https://geodaten.metropoleruhr.de/dop/top_2023?language=ger&width=880&height=727&bbox=374949.254%2C5686005.278%2C374953.465%2C5686008.759&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=top_2023","https://geodaten.metropoleruhr.de/dop/top_2024?language=ger&width=880&height=727&bbox=374949.254%2C5686005.278%2C374953.465%2C5686008.759&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=top_2024",0.0001466572284698,"2025-09-24T06:58:59.056543Z","","","","",""
"DENW01AL1000IAa2",5141,"12","","","","","2025-09-24T06:59:14.996050Z",94,6.331,"https://geodaten.metropoleruhr.de/dop/top_2020?language=ger&width=864&height=741&bbox=375128.623%2C5699857.144%2C375134.906%2C5699862.535&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=top_2020","https://geodaten.metropoleruhr.de/dop/dop_2021?language=ger&width=864&height=741&bbox=375128.623%2C5699857.144%2C375134.906%2C5699862.535&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=dop_2021","https://geodaten.metropoleruhr.de/dop/top_2022?language=ger&width=864&height=741&bbox=375128.623%2C5699857.144%2C375134.906%2C5699862.535&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=top_2022","https://geodaten.metropoleruhr.de/dop/top_2023?language=ger&width=864&height=741&bbox=375128.623%2C5699857.144%2C375134.906%2C5699862.535&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=top_2023","https://geodaten.metropoleruhr.de/dop/top_2024?language=ger&width=864&height=741&bbox=375128.623%2C5699857.144%2C375134.906%2C5699862.535&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=top_2024",0.0001474022865295,"2025-09-24T06:59:14.996069Z","","","","",""
