oi,year_1,year_2,label,hat_solar,dach_erkennbar,haus_im_bau,dach_gereinigt,link_1,link_2,geom
DENW06AL0003ym6T,2022,2024,0,false,true,false,false,https://geodaten.metropoleruhr.de/dop/top_2022?language=ger&width=753&height=850&bbox=379605.495%2C5682676.688%2C379616.255%2C5682688.83&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=top_2022,https://geodaten.metropoleruhr.de/dop/top_2024?language=ger&width=753&height=850&bbox=379605.495%2C5682676.688%2C379616.255%2C5682688.83&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=top_2024,"POLYGON ((379605.495 5682677.666, 379607.091 5682684.071, 379608.276 5682688.83, 379616.255 5682686.827, 379613.751 5682677.112, 379609.787 5682678.132, 379609.433 5682676.688, 379605.495 5682677.666))"
DENW06AL0003ym6T,2023,2024,0,false,true,false,false,https://geodaten.metropoleruhr.de/dop/top_2023?language=ger&width=753&height=850&bbox=379605.495%2C5682676.688%2C379616.255%2C5682688.83&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=top_2023,https://geodaten.metropoleruhr.de/dop/top_2024?language=ger&width=753&height=850&bbox=379605.495%2C5682676.688%2C379616.255%2C5682688.83&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=top_2024,"POLYGON ((379605.495 5682677.666, 379607.091 5682684.071, 379608.276 5682688.83, 379616.255 5682686.827, 379613.751 5682677.112, 379609.787 5682678.132, 379609.433 5682676.688, 379605.495 5682677.666))"
DENW06AL0003ym6T,2021,2023,0,false,true,false,false,https://geodaten.metropoleruhr.de/dop/dop_2021?language=ger&width=753&height=850&bbox=379605.495%2C5682676.688%2C379616.255%2C5682688.83&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=dop_2021,https://geodaten.metropoleruhr.de/dop/top_2023?language=ger&width=753&height=850&bbox=379605.495%2C5682676.688%2C379616.255%2C5682688.83&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=top_2023,"POLYGON ((379605.495 5682677.666, 379607.091 5682684.071, 379608.276 5682688.83, 379616.255 5682686.827, 379613.751 5682677.112, 379609.787 5682678.132, 379609.433 5682676.688, 379605.495 5682677.666))"
DENW22AL60001OB6,2021,2023,0,false,true,false,false,https://geodaten.metropoleruhr.de/dop/dop_2021?language=ger&width=862&height=743&bbox=365727.561%2C5704975.511%2C365739.851%2C5704986.103&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=dop_2021,https://geodaten.metropoleruhr.de/dop/top_2023?language=ger&width=862&height=743&bbox=365727.561%2C5704975.511%2C365739.851%2C5704986.103&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=top_2023,"POLYGON ((365727.561 5704984.478, 365730.881 5704984.966, 365738.612 5704986.103, 365739.851 5704977.089, 365732.099 5704975.979, 365728.903 5704975.511, 365727.561 5704984.478))"
DENW22AL60001OB6,2021,2022,0,false,true,false,false,https://geodaten.metropoleruhr.de/dop/dop_2021?language=ger&width=862&height=743&bbox=365727.561%2C5704975.511%2C365739.851%2C5704986.103&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=dop_2021,https://geodaten.metropoleruhr.de/dop/top_2022?language=ger&width=862&height=743&bbox=365727.561%2C5704975.511%2C365739.851%2C5704986.103&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=top_2022,"POLYGON ((365727.561 5704984.478, 365730.881 5704984.966, 365738.612 5704986.103, 365739.851 5704977.089, 365732.099 5704975.979, 365728.903 5704975.511, 365727.561 5704984.478))"
DENW12AL0000hrIL,2020,2024,0,false,true,false,false,https://geodaten.metropoleruhr.de/dop/top_2020?language=ger&width=787&height=813&bbox=408056.178%2C5709034.645%2C408072.6%2C5709051.608&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=top_2020,https://geodaten.metropoleruhr.de/dop/top_2024?language=ger&width=787&height=813&bbox=408056.178%2C5709034.645%2C408072.6%2C5709051.608&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=top_2024,"POLYGON ((408065.139 5709034.645, 408065.314 5709042.907, 408056.249 5709042.79, 408056.178 5709048.222, 408061.449 5709048.23, 408061.464 5709051.608, 408066.835 5709051.577, 408066.809 5709048.427, 408066.801 5709047.413, 408072.6 5709047.364, 408072.548 5709034.65, 408071.077 5709034.648, 408065.708 5709034.646, 408065.139 5709034.645))"
DENW12AL0000c56Q,2021,2023,0,false,true,false,false,https://geodaten.metropoleruhr.de/dop/dop_2021?language=ger&width=853&height=750&bbox=400108.801%2C5699116.848%2C400125.936%2C5699131.922&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=dop_2021,https://geodaten.metropoleruhr.de/dop/top_2023?language=ger&width=853&height=750&bbox=400108.801%2C5699116.848%2C400125.936%2C5699131.922&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=top_2023,"POLYGON ((400114.941 5699131.922, 400124.884 5699125.405, 400125.936 5699124.699, 400125.794 5699124.464, 400124.713 5699125.181, 400123.476 5699126.024, 400117.39 5699116.848, 400108.801 5699122.445, 400114.941 5699131.922))"
DENW12AL0000924y,2021,2024,0,false,true,false,false,https://geodaten.metropoleruhr.de/dop/dop_2021?language=ger&width=845&height=758&bbox=402312.443%2C5698392.933%2C402318.718%2C5698398.564&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=dop_2021,https://geodaten.metropoleruhr.de/dop/top_2024?language=ger&width=845&height=758&bbox=402312.443%2C5698392.933%2C402318.718%2C5698398.564&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=top_2024,"POLYGON ((402318.718 5698396.044, 402314.164 5698392.933, 402312.443 5698395.452, 402316.997 5698398.564, 402318.718 5698396.044))"
DENW12AL0000c56Q,2020,2021,0,false,true,false,false,https://geodaten.metropoleruhr.de/dop/top_2020?language=ger&width=853&height=750&bbox=400108.801%2C5699116.848%2C400125.936%2C5699131.922&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=top_2020,https://geodaten.metropoleruhr.de/dop/dop_2021?language=ger&width=853&height=750&bbox=400108.801%2C5699116.848%2C400125.936%2C5699131.922&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=dop_2021,"POLYGON ((400114.941 5699131.922, 400124.884 5699125.405, 400125.936 5699124.699, 400125.794 5699124.464, 400124.713 5699125.181, 400123.476 5699126.024, 400117.39 5699116.848, 400108.801 5699122.445, 400114.941 5699131.922))"
DENW34AL0001QGGO,2021,2024,0,false,true,false,false,https://geodaten.metropoleruhr.de/dop/dop_2021?language=ger&width=1044&height=613&bbox=329860.385%2C5701842.058%2C329873.363%2C5701849.675&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=dop_2021,https://geodaten.metropoleruhr.de/dop/top_2024?language=ger&width=1044&height=613&bbox=329860.385%2C5701842.058%2C329873.363%2C5701849.675&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=top_2024,"POLYGON ((329860.385 5701846.908, 329872.238 5701849.675, 329873.363 5701844.834, 329861.514 5701842.058, 329860.385 5701846.908))"
DENW34AL0001QGGO,2020,2024,0,false,true,false,false,https://geodaten.metropoleruhr.de/dop/top_2020?language=ger&width=1044&height=613&bbox=329860.385%2C5701842.058%2C329873.363%2C5701849.675&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=top_2020,https://geodaten.metropoleruhr.de/dop/top_2024?language=ger&width=1044&height=613&bbox=329860.385%2C5701842.058%2C329873.363%2C5701849.675&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=top_2024,"POLYGON ((329860.385 5701846.908, 329872.238 5701849.675, 329873.363 5701844.834, 329861.514 5701842.058, 329860.385 5701846.908))"
DENW34AL0002nYBl,2021,2022,0,false,true,false,false,https://geodaten.metropoleruhr.de/dop/dop_2021?language=ger&width=687&height=932&bbox=333931.404%2C5700197.564%2C333936.769%2C5700204.841&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=dop_2021,https://geodaten.metropoleruhr.de/dop/top_2022?language=ger&width=687&height=932&bbox=333931.404%2C5700197.564%2C333936.769%2C5700204.841&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=top_2022,"POLYGON ((333931.729 5700199.338, 333932.259 5700199.45, 333931.404 5700203.371, 333931.877 5700204.101, 333935.438 5700204.841, 333936.769 5700198.592, 333932.153 5700197.564, 333931.729 5700199.338))"
DENW34AL0000x3UA,2021,2022,0,false,true,false,false,https://geodaten.metropoleruhr.de/dop/dop_2021?language=ger&width=737&height=868&bbox=336710.32%2C5701819.183%2C336718.142%2C5701828.394&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=dop_2021,https://geodaten.metropoleruhr.de/dop/top_2022?language=ger&width=737&height=868&bbox=336710.32%2C5701819.183%2C336718.142%2C5701828.394&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=top_2022,"POLYGON ((336710.32 5701821.056, 336712.551 5701825.897, 336714.729 5701824.841, 336716.312 5701828.394, 336718.142 5701827.506, 336714.163 5701819.183, 336710.32 5701821.056))"
DENW34AL0000x3UA,2020,2021,0,false,true,false,false,https://geodaten.metropoleruhr.de/dop/top_2020?language=ger&width=737&height=868&bbox=336710.32%2C5701819.183%2C336718.142%2C5701828.394&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=top_2020,https://geodaten.metropoleruhr.de/dop/dop_2021?language=ger&width=737&height=868&bbox=336710.32%2C5701819.183%2C336718.142%2C5701828.394&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=dop_2021,"POLYGON ((336710.32 5701821.056, 336712.551 5701825.897, 336714.729 5701824.841, 336716.312 5701828.394, 336718.142 5701827.506, 336714.163 5701819.183, 336710.32 5701821.056))"
DENW34AL0000Vxid,2020,2022,0,false,true,false,false,https://geodaten.metropoleruhr.de/dop/top_2020?language=ger&width=733&height=873&bbox=336429.428%2C5702312.8%2C336438.073%2C5702323.094&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=top_2020,https://geodaten.metropoleruhr.de/dop/top_2022?language=ger&width=733&height=873&bbox=336429.428%2C5702312.8%2C336438.073%2C5702323.094&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=top_2022,"POLYGON ((336436.07 5702323.094, 336437.308 5702318.145, 336438.073 5702314.933, 336436.906 5702314.637, 336437.36 5702312.851, 336437.175 5702312.8, 336435.997 5702317.109, 336430.67 5702315.752, 336429.428 5702321.343, 336436.07 5702323.094))"
DENW34AL0000x3UA,2023,2024,0,false,true,false,false,https://geodaten.metropoleruhr.de/dop/top_2023?language=ger&width=737&height=868&bbox=336710.32%2C5701819.183%2C336718.142%2C5701828.394&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=top_2023,https://geodaten.metropoleruhr.de/dop/top_2024?language=ger&width=737&height=868&bbox=336710.32%2C5701819.183%2C336718.142%2C5701828.394&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=top_2024,"POLYGON ((336710.32 5701821.056, 336712.551 5701825.897, 336714.729 5701824.841, 336716.312 5701828.394, 336718.142 5701827.506, 336714.163 5701819.183, 336710.32 5701821.056))"
DENW34AL0000x70o,2021,2022,0,false,true,false,false,https://geodaten.metropoleruhr.de/dop/dop_2021?language=ger&width=981&height=653&bbox=337905.949%2C5700381.404%2C337912.47%2C5700385.743&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=dop_2021,https://geodaten.metropoleruhr.de/dop/top_2022?language=ger&width=981&height=653&bbox=337905.949%2C5700381.404%2C337912.47%2C5700385.743&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=top_2022,"POLYGON ((337906.675 5700381.404, 337905.949 5700384.435, 337910.763 5700385.722, 337910.819 5700385.492, 337911.749 5700385.743, 337912.47 5700382.932, 337906.675 5700381.404))"
DENW22AL80000JeM,2021,2022,0,false,true,false,false,https://geodaten.metropoleruhr.de/dop/dop_2021?language=ger&width=735&height=870&bbox=359648.046%2C5700498.469%2C359666.64%2C5700520.479&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=dop_2021,https://geodaten.metropoleruhr.de/dop/top_2022?language=ger&width=735&height=870&bbox=359648.046%2C5700498.469%2C359666.64%2C5700520.479&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=top_2022,"POLYGON ((359648.046 5700503.591, 359658.172 5700520.479, 359659.874 5700519.419, 359666.64 5700515.203, 359662.216 5700508.102, 359663.414 5700507.307, 359662.642 5700506.106, 359661.936 5700505.006, 359661.755 5700504.726, 359660.579 5700505.485, 359656.158 5700498.469, 359648.046 5700503.591))"
DENW22AL40000Akr,2022,2024,0,false,true,false,false,https://geodaten.metropoleruhr.de/dop/top_2022?language=ger&width=956&height=670&bbox=362408.06%2C5704496.324%2C362415.971%2C5704501.869&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=top_2022,https://geodaten.metropoleruhr.de/dop/top_2024?language=ger&width=956&height=670&bbox=362408.06%2C5704496.324%2C362415.971%2C5704501.869&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=top_2024,"POLYGON ((362408.06 5704499.833, 362408.584 5704499.989, 362414.334 5704501.697, 362414.912 5704501.869, 362415.971 5704498.425, 362409.14 5704496.324, 362408.06 5704499.833))"
DENW22AL10000gpa,2021,2024,0,false,true,false,false,https://geodaten.metropoleruhr.de/dop/dop_2021?language=ger&width=1135&height=564&bbox=362247.149%2C5701649.128%2C362268.283%2C5701659.621&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=dop_2021,https://geodaten.metropoleruhr.de/dop/top_2024?language=ger&width=1135&height=564&bbox=362247.149%2C5701649.128%2C362268.283%2C5701659.621&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=top_2024,"POLYGON ((362247.149 5701649.203, 362247.288 5701659.621, 362249.876 5701659.607, 362255.884 5701659.574, 362268.283 5701659.548, 362268.244 5701649.128, 362247.149 5701649.203))"
DENW22AL600004vF,2021,2023,0,false,true,false,false,https://geodaten.metropoleruhr.de/dop/dop_2021?language=ger&width=791&height=809&bbox=361224.074%2C5702236.241%2C361230.619%2C5702242.937&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=dop_2021,https://geodaten.metropoleruhr.de/dop/top_2023?language=ger&width=791&height=809&bbox=361224.074%2C5702236.241%2C361230.619%2C5702242.937&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=top_2023,"POLYGON ((361224.074 5702238.471, 361226.453 5702241.052, 361226.702 5702241.324, 361228.187 5702242.937, 361229.863 5702241.461, 361230.619 5702240.785, 361226.413 5702236.241, 361224.074 5702238.471))"
DENW22AL10000gpa,2020,2023,0,false,true,false,false,https://geodaten.metropoleruhr.de/dop/top_2020?language=ger&width=1135&height=564&bbox=362247.149%2C5701649.128%2C362268.283%2C5701659.621&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=top_2020,https://geodaten.metropoleruhr.de/dop/top_2023?language=ger&width=1135&height=564&bbox=362247.149%2C5701649.128%2C362268.283%2C5701659.621&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=top_2023,"POLYGON ((362247.149 5701649.203, 362247.288 5701659.621, 362249.876 5701659.607, 362255.884 5701659.574, 362268.283 5701659.548, 362268.244 5701649.128, 362247.149 5701649.203))"
DENW22AL40000Akr,2020,2024,0,false,true,false,false,https://geodaten.metropoleruhr.de/dop/top_2020?language=ger&width=956&height=670&bbox=362408.06%2C5704496.324%2C362415.971%2C5704501.869&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=top_2020,https://geodaten.metropoleruhr.de/dop/top_2024?language=ger&width=956&height=670&bbox=362408.06%2C5704496.324%2C362415.971%2C5704501.869&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=top_2024,"POLYGON ((362408.06 5704499.833, 362408.584 5704499.989, 362414.334 5704501.697, 362414.912 5704501.869, 362415.971 5704498.425, 362409.14 5704496.324, 362408.06 5704499.833))"
DENW22AL600007sS,2020,2023,0,false,true,false,false,https://geodaten.metropoleruhr.de/dop/top_2020?language=ger&width=762&height=840&bbox=362208.168%2C5703749.151%2C362218.413%2C5703760.439&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=top_2020,https://geodaten.metropoleruhr.de/dop/top_2023?language=ger&width=762&height=840&bbox=362208.168%2C5703749.151%2C362218.413%2C5703760.439&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=top_2023,"POLYGON ((362208.168 5703749.741, 362208.835 5703760.439, 362218.413 5703759.813, 362217.711 5703749.151, 362208.168 5703749.741))"
DENW22AL10000gpa,2020,2024,0,false,true,false,false,https://geodaten.metropoleruhr.de/dop/top_2020?language=ger&width=1135&height=564&bbox=362247.149%2C5701649.128%2C362268.283%2C5701659.621&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=top_2020,https://geodaten.metropoleruhr.de/dop/top_2024?language=ger&width=1135&height=564&bbox=362247.149%2C5701649.128%2C362268.283%2C5701659.621&crs=EPSG%3A25832&format=image%2Fpng&request=GetMap&service=WMS&styles=&transparent=true&version=1.3.0&layers=top_2024,"POLYGON ((362247.149 5701649.203, 362247.288 5701659.621, 362249.876 5701659.607, 362255.884 5701659.574, 362268.283 5701659.548, 362268.244 5701649.128, 362247.149 5701649.203))"
